Итерация,NGRADE,INIT-DEC-TBPND_PRE_EXP,INIT-DEC-TAPND_PRE_EXP,INIT-DEC-TOPPI_PRE_EXP,INIT-DEC-TOPND_PRE_EXP,INIT-DEC-TAPPI_PRE_EXP,INIT-DEC-TBPEH_PRE_EXP,INIT-DEC-TBPIN_PRE_EXP,INIT-DEC-DTBP_PRE_EXP,INIT-DEC-ETHYLENE_PRE_EXP,CHAIN-INI-ETHYLENE_PRE_EXP,CHAIN-INI-PROPYLEN_PRE_EXP,PROPAGATION-ETHYLENE-ETHYLENE_PRE_EXP,PROPAGATION-ETHYLENE-PROPYLEN_PRE_EXP,PROPAGATION-PROPYLEN-ETHYLENE_PRE_EXP,PROPAGATION-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-MON-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-MON-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-MON-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-MON-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-AGENT-ETHYLENE-PAL_PRE_EXP,CHAT-AGENT-PROPYLEN-PAL_PRE_EXP,TERM-DIS-ETHYLENE-ETHYLENE_PRE_EXP,TERM-DIS-ETHYLENE-PROPYLEN_PRE_EXP,TERM-DIS-PROPYLEN-ETHYLENE_PRE_EXP,TERM-DIS-PROPYLEN-PROPYLEN_PRE_EXP,TERM-COMB-ETHYLENE-ETHYLENE_PRE_EXP,TERM-COMB-ETHYLENE-PROPYLEN_PRE_EXP,TERM-COMB-PROPYLEN-ETHYLENE_PRE_EXP,TERM-COMB-PROPYLEN-PROPYLEN_PRE_EXP,B-SCISSION-ETHYLENE_PRE_EXP,B-SCISSION-PROPYLEN_PRE_EXP,CHAT-POL-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-POL-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-POL-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-POL-PROPYLEN-PROPYLEN_PRE_EXP,SC-BRANCH-ETHYLENE-ETHYLENE_PRE_EXP,SC-BRANCH-ETHYLENE-PROPYLEN_PRE_EXP,SC-BRANCH-PROPYLEN-ETHYLENE_PRE_EXP,SC-BRANCH-PROPYLEN-PROPYLEN_PRE_EXP,LDPE,MWW,MWN,FSCB
53,6,130260652731194.4,122609167750020.9,90760339233230.31,71806694325986.42,399997191528628.3,29825530708972.89,179713787246151.3,250230934360362.0,924110596.1784781,63398169.48466801,27499364.56309969,59363023.62294217,23921436.93708331,42523615.82607122,10152499.14141379,363826.9715997173,9711.186652897894,5920.287093518609,8212.951346721975,496663.4435229176,475697.0380195347,80801556.59976327,69880016.04857911,86030638.22102475,67525127.15465495,68541504.46430527,63377537.48138665,86249368.6677981,63169872.87630095,1119.791420796927,1576.671218178523,942.6135581874714,800.8458466101237,822.3391092010445,859.9782096062595,217612654402.02,1223677038.346631,948015932.0022326,986027131.0393356,16139.8812,134686.817,17699.6615,19.1531566
54,6,180807760511734.3,148724052121523.5,84692878833217.44,73649166545372.55,353878314034931.3,33549436409612.6,163446963650624.2,237177027864008.8,899329739.7616925,69838934.15777922,28986492.54545406,54395070.88769713,17338234.05854121,34809721.99841288,8533963.719530372,334498.8944648296,9159.022168234236,5564.677779043039,5775.487299486139,425438.3326511649,377153.4491361121,79135067.44326974,77433064.00338314,91093808.1723561,91111355.61081716,70754892.02004072,69970809.528644,73437594.62227468,91019801.57822159,1499.146255368472,1221.905101592124,748.8230364071723,853.5741963649795,839.7813635806748,731.8235034193572,253035714963.7847,968520782.1337762,980507845.9135184,1228602219.96169,16234.297,135342.358,16114.5591,24.4336096
55,6,173041291289695.7,153592798161839.7,61339417174355.42,74819698602487.88,465652186676518.6,30331713553467.48,199112683567492.6,242012883950078.4,852801965.9909797,55118535.75674027,28968134.0111119,77494404.7591118,21617313.05945426,40844944.00448006,11230263.68746934,385843.8432166674,8068.849059454157,5151.74182109427,6115.237492580218,450540.2426702412,524302.5796370851,87788295.00500178,72524791.97106418,70888727.98271464,85461204.30383715,69348991.40601137,72965853.13004819,62595853.12952774,83684981.82780418,1566.366271195237,1204.323434052122,897.1871344511703,898.0906000948661,757.9086377951356,741.2740439363521,252596400438.7812,1084048946.475777,1057085438.997734,1096730613.891498,16214.3967,143368.751,19289.012,17.011457
56,6,151329661301423.4,122882813232665.9,64003792479303.2,72966915147141.1,466223097939108.7,28314671527196.26,227903432237191.6,304332921493696.2,928235446.3017149,50803356.97931062,30895882.31832253,69745684.24307172,18286793.44189493,32000342.22229341,9521150.420836184,339639.6779874267,8237.813101575997,6864.111633128363,6332.917834672768,523606.6966037451,470022.9376374435,80464452.10494962,82811993.27497989,92862644.00687578,90996230.54019268,81935934.92432484,90911237.69267198,88701003.89601146,71331593.1239945,1337.376646606522,1130.958496882802,763.8773213310657,663.2734902492871,778.7490965750677,730.4498698601304,258828280677.1075,1146622952.419024,1287286380.146435,989405654.9594133,15798.7637,142909.853,19508.1742,19.0130825
57,6,152556137121569.1,141835272856437.6,86037626243720.81,63721072007239.06,480583594944948.5,30592110855835.73,212902385542065.5,257103007739812.6,1053059269.148565,72686202.7329062,28574957.90602137,64838319.84684578,19635987.66660452,44917940.27838141,9027503.293692037,339812.7546506881,8312.04952360904,7159.566026347038,6217.484614329576,415656.3395338492,427553.2312803672,70126510.82526967,70011306.16588901,91224162.99782524,64572654.60073128,63205870.72509068,88957441.35895807,85960111.9234573,70914497.60507108,1299.980744213452,1151.329620098397,731.0222188418273,808.183220825441,926.2445295780415,672.6760900024291,265710070848.6411,1167254362.541976,1227372183.486838,1100721708.114639,16096.1305,154779.907,18846.4514,21.3274536
58,6,148091387472122.5,170227408340811.3,61168833630520.25,85032028349753.66,364121149254445.7,32798711328963.55,179977073107917.2,307343062285615.5,972359418.7905853,69889009.46898633,30423281.70929402,71635986.12664291,19060902.83755071,42150101.97269745,9627160.256153617,298749.1196404214,9548.783906003862,5294.097018346227,5755.010745791598,519728.2065184344,462645.2853323264,85251308.24398947,79596910.46582347,76607138.78336152,83661462.66715187,75005264.02661832,64594076.14638036,85877060.94145495,78409795.83614297,1283.113631428361,1165.790959912596,794.656427295261,946.6969423426906,743.743700550775,702.6512130538636,219280105800.1066,902598703.8307321,1020233585.742121,1147082192.374232,15853.3926,157723.855,21063.6857,15.6813544
59,6,157781729310080.6,172053806570331.7,90049748543563.72,84450450382953.34,369617062297632.1,25995710240486.72,192208750545517.2,264383964216669.4,828359858.798173,63380481.49610325,31195330.01229015,77045144.10120697,23198627.96464986,36186562.40214983,8743675.651037378,335383.2283842912,9284.828684653778,7193.147285066418,5674.218668331258,391768.3260354321,458131.8569641707,75465982.06825474,90942941.01860745,71284502.89091828,91790862.10512766,87057563.13157004,85784226.17305443,88898670.40974873,81804445.60575919,1134.666386301789,1231.640903625889,801.1125829990544,763.7191617620035,723.9452543435998,713.1428884761069,201993559833.0959,1022787555.300607,1069199255.088714,946213695.5154431,16070.2941,181482.101,21739.3886,13.5798158
60,6,177895784784768.5,158024275353413.8,62260861840737.32,79419908240377.1,467932592435215.1,32551365228552.62,174451589843310.3,302388398125312.2,838685783.5728965,66021535.05786012,28622994.35860541,65957810.02230986,21374434.94219325,39951893.66219445,8747864.91381242,354900.1680829051,7822.477668800988,5996.554689579426,8012.004661241432,404562.7687059146,526510.8304672258,89539603.98637936,69181380.2628627,74208270.65113488,89712415.84834546,66422030.49649229,73949321.55867533,89016586.33647385,64302905.98601472,1296.630997778875,1262.684770940723,660.4089401163438,922.0541972327187,800.1787192786945,817.9353513362657,238523824773.3086,923237662.6880033,1256882809.700361,921402504.6335934,15890.1702,148450.87,18664.5833,18.5653725
61,6,158653023754615.1,144918629101240.7,75804227226198.4,68055219751385.51,451357963910436.2,30848415121654.01,155577562446457.0,289484539097242.5,992003498.0194254,70300953.43909277,27100810.69658807,54032751.70414162,16534702.27237337,33113368.69037513,11448199.48185352,358499.4322043799,7240.002989269554,7318.787553363723,7035.600728557092,525071.9967732428,418576.5333150293,76167084.67279586,70749271.57946482,84178402.76454037,92056586.89137308,81754232.79378268,63116794.70745168,75347330.07817878,82689041.52873394,1332.324804704085,1533.820926503495,678.8237713488305,815.6106869733346,860.7072738506408,871.4037647610035,225391266423.1,1134226985.331241,1049966950.855599,1081229670.150813,15919.4578,121626.695,16042.5313,21.5647112
62,6,142363947728498.4,155343628638219.7,89143498516579.98,68856309543523.33,339635637986254.0,27024143446726.66,168223336382165.3,241116560542446.8,1181845997.513749,67334407.24307396,22682097.14835883,64380531.93368822,16601280.94849565,44573661.89853788,11614243.28611659,264777.766589076,8386.353223973954,7212.039239295851,7440.857440280768,498678.0554022889,382310.1153521019,77605249.55276582,80307687.67216787,89068555.94845286,76019237.13616909,91010906.2536459,83385539.20808187,80766081.22974333,65207930.50205428,1619.569645326357,1413.486604718021,769.5941727061578,949.540700597689,912.6792890663096,800.4334317827193,227315258338.0818,897509219.8862244,1273017762.877195,1317305058.685971,16202.3551,159884.424,19316.1065,18.5129258
63,6,127217073641008.0,118244094100134.2,64048149897150.34,64637681443323.05,430662112625147.6,33051917580162.89,218464912509551.8,268420766203046.3,1111937718.919278,64099591.87463789,28160671.24455324,77522750.90785585,16603167.05231578,41794307.32456826,11366655.06909276,380436.0000645433,7575.305191432589,6716.177730162076,7922.935179562468,511491.2480476339,458387.9345235491,64218070.73793641,88737813.3323991,62765011.7339933,64091706.84316664,89296154.35939176,73045233.585683,65241022.20201479,89942157.56759354,1183.712306622715,1222.765552548916,774.3162192655525,832.1604867069891,762.7812937721185,913.9214714334537,246794146026.3136,1223924935.885281,1198165928.204134,1172898929.098688,16020.6192,149770.738,20576.9525,16.4893695
64,6,124031420311672.6,157643911858793.5,88278423948284.64,85752072366132.14,410431794991129.4,32460405784075.16,192175465556557.1,255385002972628.5,1024786101.892812,57166927.21305835,32305183.03254627,74518035.25283404,22472006.90898502,40976866.03971758,8922988.142613946,319959.2152171196,8191.104735922019,6765.076023330133,7200.827370794724,482222.2646335381,505412.3210758816,67502699.80256608,84123009.92367478,93165298.10012607,71564893.54283011,74835324.91811156,73107535.9015705,92093755.24671172,63928688.2216552,1491.813183218151,1202.582296403667,865.3160139451666,782.6393086446797,896.3054105145376,724.5400066032159,209046263294.4471,1225464144.901917,1028817404.583115,991120921.4348829,16149.7575,158893.65,20501.8197,14.5703891
65,6,149261297619608.2,157840640133443.8,89848680647725.92,80316006424050.0,459575804930896.8,30359253959079.25,194016750047501.3,265881801550790.1,970250948.0530899,56024154.8499395,24989440.44069858,57925596.54563471,21197054.23767233,35285180.7570246,9367862.371122293,264091.1628307233,7710.962519567815,6607.025930394255,5870.2095196972,532898.3871693005,509114.4682681438,77361531.36662067,77601385.31033264,76912680.30623628,83122371.10169734,63198983.37758295,74783611.15993232,67046598.54701606,92393221.43098874,1248.324740863749,1112.157377726003,766.8412975502093,764.8661620620845,649.155844310972,707.3320324371957,217067080224.4719,1219578741.934078,893332596.8703042,1120707693.523859,16067.9651,155325.938,19382.2174,19.4663386
66,6,173728775904621.8,150175584657230.0,69739089202044.19,64650186420696.45,473212065802149.9,34332703666679.32,163109989049957.7,268572662484354.8,864042521.4360123,57782171.7312175,24446828.83087681,61285093.31200977,21273445.99965453,36722450.40408,9211692.13955687,263045.9756978768,9263.682705360692,6992.99618084937,8266.525029903274,423886.9905855118,437073.8560278634,79805324.74702024,88279602.6352369,66270017.79014851,78583472.2823289,90589859.23114876,74606715.28310816,72619446.70931377,65414818.21348979,1184.032055692181,1464.123311194923,676.4085899477186,786.8103464621945,833.7443934444491,917.9369539182758,287168237459.7625,1127648561.336516,978475717.6980925,1217844674.99054,16075.3765,183555.047,20366.5817,24.3864409
67,6,154788083412013.7,149173160931859.5,68491557543992.34,86774920852392.89,466318477373055.3,26563016640219.58,226808841377059.9,226255230936139.4,1135253904.626974,65674642.47118377,32466815.56478882,55641943.20252395,23387978.70278183,37589931.58712525,8726441.49347528,279889.4824042887,9234.19546369598,6961.540513162026,7339.243541950635,386877.3085076439,403107.7920694344,85696850.97360331,85203706.12112103,73560946.50101942,63641715.18362015,72352631.08082241,71308845.34571779,92488160.72364886,68428394.3711354,1636.617844072693,1623.51747873365,730.3324149468457,743.6848180524252,914.0380467888531,960.0947014668334,205361298643.4804,923288190.396563,986628275.8952705,1148268023.456268,16321.5377,157571.254,17069.304,19.4798466
68,6,132135879683762.2,158595985790734.7,89553834741154.27,77616424655447.52,400843368867772.8,27547136912732.18,219407063789349.2,255838084728991.8,1001460452.479383,71102098.58198635,22691286.88456924,61941330.35792142,22098434.13104567,38715433.25307055,10095672.46343484,324308.4910392913,8245.853749431892,6768.639252051689,7202.704132731838,486507.8316157919,549720.6823240583,74259220.6872962,66933869.35240392,88799254.40517825,90386781.56646,79038749.54123774,88683945.72133724,66176950.42050815,86018112.40705015,1540.729054771227,1314.124367156032,880.1524640960278,769.5908067073971,953.4804383091027,653.877569879018,208554791648.3495,991894322.2842304,1295656749.134801,932540281.8090781,16085.5742,140351.013,17750.216,17.5372985
69,6,163441584893382.3,159339403381326.4,73847981469493.72,86893152064252.38,454599868201021.2,25014426009869.56,205042639368103.9,280860684068266.9,1153051789.903268,65646306.98947871,30853688.83197695,55140954.71304005,19300874.01349704,40164634.56967349,10315495.01574671,277904.6778757066,8482.891815717336,7154.338265841612,7769.239038780702,535585.1588902234,535890.6307619461,92111719.20338371,75498485.45440717,90858039.80980003,81951195.56143466,64834701.26169652,77817272.69521978,68730682.39923245,74636952.25764337,1331.476913538456,1524.194390119784,959.7103065180833,785.0972405279394,749.949193701222,646.3389867991021,207020998176.535,1248003951.198553,971877726.1249624,1276595525.517027,15933.6675,141348.698,17996.5443,19.4189914
70,6,158336606065825.8,138607504347807.9,83978676624808.12,83713563813105.33,448636538459770.6,31545849634153.91,175108179276730.5,325303324628215.0,982628984.1475499,58462373.9573731,27840011.24813507,68628978.21349117,21335413.68583202,44677529.46357188,11515194.71494946,367787.3059670585,7254.086482638641,4888.361115894917,6908.756439475018,536035.6062289735,490233.9872774418,62664753.2810866,76842595.93413648,63036228.94229514,77709586.56178342,70792524.51099484,87392029.32345766,93087913.41969658,84038492.1351874,1420.294327491015,1466.655008277241,661.8090192194918,914.2105849819902,675.0932042060922,755.8167145206794,225551971992.2168,1142290022.663167,903473487.9994102,933906153.9931556,15761.6624,131709.196,18556.1159,16.7152976
71,6,121868219592371.2,157065321420077.6,69881899796779.26,67930974295059.28,356538292318503.7,35614928566521.94,188726707949333.8,275088814191305.6,900974904.37533,52878609.86517824,24359678.10605732,68705736.17655171,20992178.96947423,35437198.23511349,11776534.89326913,388202.8360606664,9259.22636042463,4955.144778956465,5901.267624254788,483143.7216417593,533325.3300705437,73357919.44106227,79303212.23623332,84108952.82619256,83775045.67737132,67905477.88479999,84196787.38814396,86112170.64839529,88133046.3220696,1126.192359663533,1563.101876662904,731.0868370683689,900.2411541481746,719.9135937079732,671.6137541432967,265127648607.5797,1037571629.519595,894307465.8484355,1245183768.421097,15965.7475,139590.213,18999.8445,19.9429291
72,6,152694018243332.9,137222839492155.8,72059432117312.77,86493766280402.25,492723144714916.9,30619157315587.01,169992168123285.1,293521839518280.4,1172718365.415209,63161708.89126845,32480508.63657105,62511407.30733863,23054045.87449155,42490192.56357277,12152565.98796654,386247.7233389905,9705.28186914446,6568.640673223716,7618.751836296347,493233.9772265377,534177.2476831716,78820969.2518749,73879001.59871322,92872752.71379909,71904386.447935,79958583.71297427,81960091.64052695,74982408.74638477,66412485.69027159,1215.981135989291,1525.786331212544,849.7864930738574,940.8574822541068,652.5362960665833,825.9077126448674,209229628518.2408,938342789.0185695,1278568983.437977,1202596351.486818,15942.387,129768.563,17546.529,17.2533218
73,6,171709682831355.4,133921994667642.8,67043541563365.8,65388412289038.78,349454564459557.1,30091907030587.86,198826939910890.2,264718780336144.3,1103809427.236965,54476628.39496298,24198154.55216722,70249859.1391015,20041619.09495284,44554940.65756707,11626593.23923416,352977.7860720644,7656.266037982505,6812.263489504148,6768.587297768608,488339.5735725051,540731.278220223,80701587.08690546,80805516.4005095,62711301.99968255,81497524.90310405,79478488.19108556,92657061.76850119,68718011.48336855,72227919.56144346,1392.252971484582,1578.944805143373,950.0041896866751,645.5545823881989,926.6405142623016,928.5545197499905,227709253928.1114,926035282.2909062,1259229488.7542,1212429309.113464,16021.0458,144199.937,19177.7307,16.8218026
74,6,144491171943272.5,131543577434599.0,86752697346658.0,72163142973146.23,345689055629914.4,35285691418061.59,228560486130798.8,237371407808422.3,1163393131.660894,53407634.74575769,24714051.18158057,57461855.82267501,19093214.22739694,36850152.40044062,8208394.156069381,373515.3164892585,8435.554572896905,4966.382098423524,5613.109664774633,536348.4645595356,408637.7493910385,73179211.8133987,63177479.61757977,75446164.49196549,84361215.27737316,64421898.28394998,86626996.41473436,87110756.21973392,67865391.09823726,1469.236132025195,1351.118385729447,786.43473743474,683.4285019547752,729.2430012980806,726.4514738844116,278663419706.436,1196432878.268733,956426738.3832098,1065826730.841239,16213.0315,119209.173,16093.8493,25.4704823
75,6,133240157255989.2,145358030628753.3,64942052187354.64,72901944925827.44,410915857037455.6,26240720727714.63,160288233732632.3,333893537755908.6,878588816.8039322,60660946.5255859,29030664.51640379,78316383.27419668,17906322.67219446,34521352.91245531,11710524.48159152,307440.6209988819,9365.076846862958,7204.582355709413,7149.56295441757,383369.7669568581,476363.5829572749,86432795.61349607,87690138.64006993,92838247.27513003,87833159.93333438,91425975.05569486,74291683.50481257,91303622.69133756,75042048.79499036,1295.77365318904,1521.782305492402,873.8310333715931,714.5535553910174,942.4848129360576,863.2269627903407,221642545041.9606,1031443571.141662,1223646478.145831,1052049707.127892,15747.2964,184199.992,21995.1703,14.3810002
76,6,143102340436014.2,127958139989902.4,77011226077209.3,62968109580816.67,352271063912684.9,32112772741752.42,161869698530600.0,252351140302266.5,899637409.8411059,59529443.66634226,31102190.88905739,61533890.39200088,17092277.52174994,39667541.46017411,10380219.0162323,287567.0513844615,8061.1397188923,7290.430469492278,6320.095766787395,455736.4689690243,547911.7439005846,80648115.83122614,63086465.74879973,65194409.59100018,81919792.2341806,63650445.07598948,69710519.92442702,80464514.60910386,72212772.90986468,1226.74010954101,1616.379480381187,929.1034822701762,959.6253031250405,786.9566036826842,735.240536408986,241961422729.449,1036774770.889623,988178143.2588015,978939300.524419,16123.361,162451.502,19613.0407,20.5337837
77,6,182112585166232.9,136215919663753.3,76562046465462.69,78283794150385.9,361905327308064.1,27829122329045.62,213385238344850.7,319703316222929.8,1174248595.630243,60932957.23172462,24571257.72269993,65996581.44064872,16689937.55536401,40248658.58663587,11671658.07709476,308523.4829695268,9329.851734082054,6725.339288984507,7635.560785957052,392770.4968597367,378068.5813852062,74242942.49976215,67778006.91404958,89459603.22806098,88033866.27325888,93412073.20455585,72632429.06122011,88438581.36664562,78538935.01377147,1365.013691033807,1451.679195331034,907.9664382116395,707.4598519046726,792.8506640848095,740.5126988933571,248036270476.071,1154268471.832447,1272450565.161986,897181448.5096626,15746.1316,168980.355,19497.799,19.2027189
78,6,121987581706303.0,142204965738534.2,75201976009517.42,84244199287590.6,409482640608206.9,29076848678853.98,218949722326367.1,236097514741827.5,1006099746.796246,68882382.45633009,23844020.51984073,53434374.3736598,22392654.99007456,31499055.09927878,10404809.52429432,360690.1837856892,8900.017422299306,6255.937777527124,7563.775382616986,508870.2448227429,393984.1601284839,79657189.59196448,62516166.25550383,70134541.55535369,86860332.72069013,67247817.07381871,82974116.84131575,64036828.35157903,70190994.0267033,1457.58364591093,1392.051156758489,811.9083564349866,651.9729180847162,849.0138438633489,790.5090666918942,273078755592.3212,1102959995.250393,918426015.2587491,1149666883.302025,16217.5898,119333.574,15506.9989,26.8403923
79,6,147605296403829.3,161413481951494.4,69051677360966.61,83769937281663.3,376496009183753.2,28592155728506.91,189714186857538.1,268935320299117.5,841790335.5402279,64121261.62381677,24844738.773988,60495083.52291156,17750068.40900592,32030861.67225956,12250484.15338313,354149.3339650162,8306.207572373636,6945.877849551626,5954.314892350287,540680.3875226044,442442.4271343215,68051744.42218256,64095815.83097224,80422126.83500773,72977766.53992555,88022215.65123108,67494090.38416378,72443417.67574756,87060673.52526686,1465.754275821152,1290.443610158776,836.1131473028655,877.1310093323959,794.649131457625,835.8380894691652,263537859278.4734,1246216656.627087,904783122.7997816,1159997916.384736,16013.8032,128150.808,17111.0949,22.5964473
80,6,138766969670034.8,121555667177395.1,85287506326779.4,66965076100902.5,374840324426512.2,26775331319797.61,226648440728504.2,232821402740784.4,1137522448.042801,57199332.47462375,28691781.36035942,67902619.78962515,18323901.1889847,36137543.87744094,10654709.67601468,358822.2319122024,9142.240191346971,6663.768892247796,8227.52720439198,401527.9651950254,520653.2314618084,64648081.63349953,65104968.54343839,93197589.36252707,83756195.55051373,67069230.77862535,79546230.17959152,84599478.00394529,64575995.67666963,1562.173052039512,1443.554062337398,910.3262690974043,741.6111828094284,753.9328109114771,783.2199505382396,276509909658.118,889669422.611424,938735824.6582034,1264009548.29567,16204.7025,149952.343,18229.1569,21.3105003
81,6,133964147442248.6,127739456915354.8,68942468199797.03,82799895621192.42,479956084733696.9,34804002719035.51,166371047639930.3,296380158561743.9,860060438.1359736,59512150.34151921,32967964.8460985,74015052.32034618,21767438.4644048,35583355.35886198,12171748.35717645,374928.8231245995,8066.894119566926,6537.833999157541,6301.63644585598,411348.8944325146,415992.3707094218,79368646.05008775,74015713.24934806,65590103.88651604,70911931.10243906,65342921.17095195,69197829.27042045,92700740.69741306,70422423.17471038,1122.363063579159,1188.818265151594,665.250820253292,912.9602716162162,803.9122711053486,686.1761752465527,266390593300.3163,1067152050.764802,1094010408.9622,1287498074.539213,15969.6763,157546.488,20332.5574,18.4881042
82,6,138346298953226.1,166979043148738.0,64942137000755.48,64624402303720.59,385116588390634.1,29275317948154.48,225821696192032.5,302439472607220.4,817654435.0814433,64795131.76736398,22015471.06152016,67162400.8229256,19587818.63191954,42050911.91952647,10447164.73267672,366435.9415482771,8311.186157070768,7078.799159392258,8252.013336508055,456424.8328797077,519978.9260708124,80935192.90072599,63136279.0751265,93484312.68869384,77895973.3607912,62997092.69467962,88121818.68619037,69110871.60327615,86956214.49488516,1209.645034464412,1423.696104549917,675.3272981970846,920.1300087351649,862.0551082469498,954.8896514170794,233751254879.6601,1303997643.053892,957955877.7399948,1117609633.277189,15783.0747,142028.581,18882.9315,17.8365902
83,6,158832123791699.0,134600988011478.5,88789851935169.22,88779425368011.6,368354355813498.1,27921414639766.56,162254571373064.9,326176608186305.2,1017483595.663585,51309204.65248907,24201905.64246169,67001098.31314548,22695838.55712455,33664804.86008536,11086290.86483688,317788.931864937,9684.381257598488,6974.14348961826,8270.037666720227,515057.0362091078,455690.077151061,62609661.6359559,73947656.33938013,70297832.8637012,68070195.12830918,64404067.998353,63795581.83247767,66075145.40024342,91120197.77881692,1618.308441479261,1230.086097672956,693.1094362790627,887.0766791593893,932.2995428093509,869.3930631655077,262445503821.1778,1153347681.444874,931256630.1457415,1015811071.069672,15751.2311,139618.044,18745.262,19.9246267
84,6,138956753443983.7,162041610022402.2,87885427230108.78,87259430835934.83,333990397400535.4,27858521595530.55,185396998888259.8,257635337637135.9,1001671115.403115,50505688.02663338,30820431.02964449,58247512.94044734,16338092.30641717,43471823.72012121,11915951.66602242,302174.8197833952,6848.152637006217,5580.425102542715,7945.488042740786,447543.406488461,525732.1044334089,83313331.89210562,83140818.52064438,74238487.79652375,92782422.62715623,71756077.08729051,64608392.61506663,89006158.56874219,66791641.10446594,1169.445568342353,1382.638151969107,933.3460041592597,875.2725530081511,864.1623257335228,819.9092155668945,255031258073.372,948512630.3659155,1143415151.967636,880891898.4059705,16082.5162,156356.586,18704.1091,22.8062869
85,6,141026486734079.4,136739430538456.0,62567590616689.19,68992018436791.07,481508900185289.9,24972878962076.58,193293080443883.1,233461623302992.2,803371535.3014991,66502372.22837062,30634087.62714706,59927043.89820643,17960255.40966521,45303403.26762061,10041488.11506247,323263.517918579,7967.379808883092,6417.026419674249,7440.780695659144,472850.0521563844,442724.4408282397,64711110.81588376,77635528.5461122,78634401.78224942,69481995.58852078,91213502.5669407,93432813.1679615,71890366.28284808,89198475.75743917,1179.694899523988,1446.333898180262,871.9020866963624,703.15551727314,681.3394171134939,929.116460588007,274836676624.2327,1240290497.779259,1198453052.048585,1188824877.507686,16246.0932,154929.041,18586.7205,24.1133264
86,6,128099047646977.3,144348781006952.6,84304865309310.6,81818169921124.14,422911881825817.6,26356410481307.22,156852191033337.5,331078917856533.6,992491880.4830505,54330968.5823245,32194390.06330893,55531901.25389945,21134918.24737517,33541865.32503967,11050760.56473424,286224.5502324869,7360.99797060275,7029.790521144103,6664.673241788535,449430.5276642905,483216.9699568737,76844835.95464759,75427175.99697393,71396964.666062,68355727.80215335,64348121.02911858,84300162.33581975,74911030.02071506,71022935.79974543,1638.195368729276,1485.961048907743,700.2935910513099,690.4453805963216,819.0423286936458,675.0172580158508,258043092061.6453,1168349440.154996,980219798.8972651,919912441.1580517,15710.418,139977.866,16997.685,23.6859283
87,6,136347269322851.8,118142988280428.2,89967194938645.53,87186287913461.45,466174123667848.8,34102696505530.31,156213055554241.0,322813150818014.9,1115768517.853032,66408519.35705256,28752440.59403663,68887349.82290263,23212963.90978801,45500170.61401496,12119263.12359256,313507.2120294044,7481.798195606422,6611.403568821425,7874.116350175633,368247.4101341083,400071.9022003873,78088464.82165034,72739127.37257592,83500106.97975141,67797947.62888958,71474263.87991007,78546794.42711467,64132647.30846667,78293029.27114917,1372.007618837308,1217.875729089325,695.3533090863298,805.5988457405396,846.0046682495005,804.2192747242287,256206252207.8873,1146623942.739906,1071287758.935594,924436581.7083238,15842.8973,171895.16,20030.2679,18.9690626
88,6,148186605709286.3,140795266436118.5,67430354999939.78,90391876087883.36,411033082987347.4,35797747777450.38,175095179614133.2,326798086613207.1,1063924868.75503,57802915.0970015,32374953.46297456,53641046.45455937,20928669.91394925,35430552.17188045,11948011.73322328,342785.6609681281,7390.514726971905,7311.966994119533,6852.965954703304,541757.1801507145,399215.3652404681,75788258.4984622,77084976.51530012,69857345.28730957,63158112.25754558,75744606.60729334,71698333.63029338,71803452.90969807,69186553.29506108,1623.866535931422,1376.941341939395,690.8266486920395,722.5051849615306,958.6814362001567,955.308447143791,281289990324.3994,930747954.4566594,1314442781.137093,1133119773.240413,15744.8013,115560.131,15482.034,26.7969916
89,6,146205989779361.8,131527068336070.2,91124206000189.02,67543699161260.77,444412811010157.3,30745737570350.92,223913929083604.5,246832301910759.1,917981401.0181347,62164857.01569901,22349212.13772571,63009417.61679226,18059867.43093445,42673851.09246419,9633078.154136745,318196.5045981188,9813.748208899944,7300.512061330019,6000.939748610944,500992.8159904451,399304.2365286675,80160061.85136643,83547993.51595996,77561858.86227952,63649140.67709184,89123420.19342642,81776741.69821317,93374784.79245645,63344775.87389611,1169.171640484991,1515.231062270433,927.4451582747304,786.3945016669145,676.0306162745662,888.7290381686009,226834930300.8322,1092140248.412294,1121187987.211681,1281513329.835929,16167.1533,154001.455,19282.7871,18.8797814
90,6,140635046399248.1,122613269725107.1,69832665317195.59,89270448627147.16,391135484511282.9,29700757908396.84,232167440784695.5,285443075767601.6,913765855.0213351,50736542.10054804,30307501.750468,53346316.48003674,19585209.20798692,37439511.29022762,8345277.107582729,332285.2540199548,7023.288178525017,6784.52301903346,7412.087382333219,547389.162034267,393503.0351740702,77354186.04022889,84274389.30328065,80601084.11614472,71326790.22503977,85993368.72986466,85792015.28907493,86957892.63513747,68950598.82293078,1367.745177735895,1193.100544180887,750.9509106749556,650.4509233678713,823.1141185053733,696.3878658204765,283189512798.7546,982156307.3458363,1014985132.187513,1080476673.934907,15878.1611,125468.055,16262.5441,27.4291088
